,Finanzierungsart,Year,Melder,Sektor,Annex2,Empfängerland,ODA-Art,Projektbeschreibung,Organisation,Art der Organisation,ProjectNumber,Zusage,Auszahlung,ISO
3867,Beitrag für Vorhaben und sonstiges (bil. ODA),2017,Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung,52010.0,Yes,Madagascar,Bil ODA,"Food for Assets activities aim to build/rehabilitate households and communities assets in order to improve pasture and browse production, increase crop production (diversification of sources of food), improve access to water for both human and livestock use and to reduce environmental degradation.",World Food Programme ,"United Nations (UN) agency, fund or commission",201718469,5636343.0,5636343.0,MDG
3868,Beitrag für Vorhaben und sonstiges (bil. ODA),2017,Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung,52010.0,Yes,Malawi,Bil ODA,"The aim of the plan is to support chronically malnourished or lack-nourished households in the areas of Food security and Nutrition and to make them more resilient. World Food Programme works together with government agencies as well as partners on national, district and municipal level to provide development plans or to improve and to achieve therefore a long-term effectiveness.",World Food Programme ,"United Nations (UN) agency, fund or commission",201601509,0.0,1206177.0,MWI
3869,Beitrag für Vorhaben und sonstiges (bil. ODA),2017,Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung,52010.0,Yes,Malawi,Bil ODA,"It is an aim of the project, a contribution to the decrease of unterfood and lack food to perform in Malawi. For it the plan supports the malawische government with that Conversion of the Scaling Up begun in 2011 Nutrition initiative (SUN) and the ridge 1,000 Days of programme with a financing contribution of 9. 0 EUR of million. A target group are above all pregnant, babies and toddlers as well as women in reproductive age.",United Nations Children's Fund ,"United Nations (UN) agency, fund or commission",201501519,0.0,2818172.0,MWI
3870,"Beitrag zu multilateralen Programmen, Fonds und Trusts (bil. ODA)",2017,Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung,12240.0,Yes,Malawi,Bil ODA,"Contribution to the general objective of G7 to combate hunger and malnutrition and to reduce the number of 500 Mio people suffering from hunger and malnutrition. Multisectoral program to fight against hunger and malnutrition, especially of young children and women. Support to the governance of Malawi to implementing the Scaling Up Nutrition Initiative (SUN) and to expand this initiative at two more districts. Direct target group over 300.000 women and children.",United Nations Children's Fund ,"United Nations (UN) agency, fund or commission",201701317,10145418.0,0.0,MWI
3871,Beitrag für Vorhaben und sonstiges (bil. ODA),2017,Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung,52010.0,Yes,Malawi,Bil ODA,"The aim of the plan is to reach 100% of all 461,000 households in the project area with Nutrition measures (Scaling up Nutrition - SUN as well as Nutrition Education and Communication Strategy - NECS) - 504,000 children less than 5 years, of it 100,000 children less than 2 years, 148,000 pregnant and 133,000 breastfeeding women.",United Nations Children's Fund ,"United Nations (UN) agency, fund or commission",201601293,0.0,1339195.0,MWI
3872,Beitrag für Vorhaben und sonstiges (bil. ODA),2017,Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung,52010.0,Yes,Malawi,Bil ODA,"With this project the World Food Programme will support lack-nourished children between 6 months till 12 years as well as pregnant or satisfying women. In addition, the preferred families receive other offers to remove the causes of the lack food with lasting effect, among other things trainings to healthy food, hygiene and child health, as well as Food for Asset offers.",World Food Programme ,"United Nations (UN) agency, fund or commission",201601111,0.0,1688648.0,MWI
3873,Beitrag für Vorhaben und sonstiges (bil. ODA),2017,Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung,52010.0,Yes,Malawi,Bil ODA,"Malawi Country Programme 200287 Support to disaster risk reduction for food security and resilience through food assistance for asset creation / Malawi Protected Relief and Recovery Programme 200692 Responding to humanitarian needs and strengthening resilience to restore food security, nutrition and livelihoods",World Food Programme ,"United Nations (UN) agency, fund or commission",201401132,0.0,1253748.0,MWI
3874,"Beitrag zu multilateralen Programmen, Fonds und Trusts (bil. ODA)",2017,Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung,15150.0,Yes,Mali,Bil ODA,"The aim of the project ist to educate and empower young people on peace and citizenship related topics to strenghten security, the rule of law, good governance, democracy principles, human rights and social cohesion",United Nations Volunteers ,"United Nations (UN) agency, fund or commission",201579861,0.0,169089.9999999999,MLI
3875,Beitrag für Vorhaben und sonstiges (bil. ODA),2017,Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung,52010.0,Yes,Mali,Bil ODA,"The aim of the three-year resilience project is to increase the resilience of 48,047 households in highly vulnerable and food insecure communities in northern Mali. The project will focus on the creation and rehabilitation of basic livelihoods to sustainably improve the level of food production in order toensure the long-term food security of vulnerable communities.",World Food Programme ,"United Nations (UN) agency, fund or commission",201518067,0.0,169089.9999999999,MLI
3876,Beitrag für Vorhaben und sonstiges (bil. ODA),2017,Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung,52010.0,Yes,Mali,Bil ODA,"Following the signing of the Ouagadougou ceasefire between the Malian government and the armed groups in June 2013, a United Nations peace mission was conducted. Democratic elections were held in July 2013.",World Food Programme ,"United Nations (UN) agency, fund or commission",201718220,6087251.0,4396348.0,MLI
3877,"Beitrag zu multilateralen Programmen, Fonds und Trusts (bil. ODA)",2017,Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung,14030.0,Yes,"Middle East, regional",Bil ODA,Improvement of the living conditions and the health situation of conflict-affected children and their families by improvement of the access to clean drinking water and sanitary arrangements.,United Nations Children's Fund ,"United Nations (UN) agency, fund or commission",201541127,0.0,3945440.0,
3878,"Beitrag zu multilateralen Programmen, Fonds und Trusts (bil. ODA)",2017,Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung,15220.0,Yes,"Middle East, regional",Bil ODA,Unterstützung der vom Zuzug von Flüchtlingen betroffenen Mitteleinkommensländer Jordanien und Libanon durch die Bereitstellung konzessionärer Finanzierungen über einen Weltbank Trust Fund (CFF),International Bank for Reconstruction and Development ,World Bank Group (WB),201641026,0.0,16345395.0,
3879,Beitrag für Vorhaben und sonstiges (bil. ODA),2017,Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung,15220.0,Yes,"Middle East, regional",Bil ODA,The Gaza population and the Palestinian refugees in the region are able to better cope with the ongoing conflict situation and develop life prospects for themselves and the community.,United Nations Relief and Works Agency for Palestine Refugees in the Near East,"United Nations (UN) agency, fund or commission",201421932,5636343.0,4317392.0,
3880,"Beitrag zu multilateralen Programmen, Fonds und Trusts (bil. ODA)",2017,Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung,25010.0,Yes,Morocco,Bil ODA,To develop Morocco's music sector so that it becomes an avenue for new employment and income generation opportunities for young people,"United Nations Educational, Scientific and Cultural Organisation","United Nations (UN) agency, fund or commission",201779305,451481.9999999999,11090.0,MAR
3881,Beitrag für Vorhaben und sonstiges (bil. ODA),2017,Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung,52010.0,Yes,Mozambique,Bil ODA,The aim of the measure is to make a contribution to the improvement of the food situation of the sections of the population affected by the dryness as well as to strengthen as a medium-term effective measure. The resilience for future droughts and to hold the dry-conditioned cancellation of classes for teacher and schoolboy so slightly as possible.,World Food Programme ,"United Nations (UN) agency, fund or commission",201718808,2930898.0,2930898.0,MOZ
3882,"Beitrag zu multilateralen Programmen, Fonds und Trusts (bil. ODA)",2017,Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung,12240.0,Yes,Myanmar,Bil ODA,"Increased access of pregnant and lactating women and children under 5 years old to sustainable, evidence-based-based nutrition interventions in5 states/regions in Myanmar",United Nations Children's Fund ,"United Nations (UN) agency, fund or commission",201779933,901815.0,0.0,MMR
3883,"Beitrag zu multilateralen Programmen, Fonds und Trusts (bil. ODA)",2017,Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung,15220.0,No,"North of Sahara, regional",Bil ODA,EU Trust Fund in Response to the Syrian Crisis (MADAD) Phase III,"European Union Institutions, Other",European Union Institutions,201768753,11272686.0,11272686.0,
3884,"Beitrag zu multilateralen Programmen, Fonds und Trusts (bil. ODA)",2017,Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung,73010.0,No,Pakistan,Bil ODA,"Multidonor Trustfund, guaranty fund for Khyber Pakhtunkhwa,Federally Administered Tribal Areas and Belutschistan (MDTF, PH. II)","World Bank Group (WB), Other",World Bank Group (WB),201567478,16909029.0,16909029.0,PAK
3885,Beitrag für Vorhaben und sonstiges (bil. ODA),2017,Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung,12250.0,Yes,Pakistan,Bil ODA,Support of immunization programs in cooperation with GAVI (Bilateral provision),Global Alliance for Vaccines and Immunization ,Other multilateral institutions,201667781,11272686.0,11272686.0,PAK
3886,Beitrag für Vorhaben und sonstiges (bil. ODA),2017,Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung,12250.0,Yes,Pakistan,Bil ODA,Vaccination programm in cooperation with GAVI (bilat. provision),Global Alliance for Vaccines and Immunization ,Other multilateral institutions,201768878,11272686.0,11272686.0,PAK
3887,"Beitrag zu multilateralen Programmen, Fonds und Trusts (bil. ODA)",2017,Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung,15113.0,Yes,Paraguay,Bil ODA,Strenthening the Justice System and Fight against Corruption,United Nations Office on Drugs and Crime ,"United Nations (UN) agency, fund or commission",201679935,0.0,394544.0,PRY
3888,Beitrag für Vorhaben und sonstiges (bil. ODA),2017,Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung,52010.0,Yes,Somalia,Bil ODA,"The plan supports about 13,300 people per year with the creation of life bases, school supplies and 'e transfer'. A target group are basic school children and food-unsafe vulnerable households.",World Food Programme ,"United Nations (UN) agency, fund or commission",201601491,0.0,1206177.0,SOM
3889,Beitrag für Vorhaben und sonstiges (bil. ODA),2017,Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung,52010.0,Yes,Somalia,Bil ODA,"With this project the World Food Programme will go back to the  Protected Relief and Recovery Programme 200433 and bend forward lack food, or fight against food-conditioned illnesses. Furthermore are carried out cash and voucher programmes. WFP will work together with United Nations Children's Fund. Favoured above others - 105,960 children less than 3 years, 152,720 children less than 5 years, 31,080 breastfeeding mothers",World Food Programme ,"United Nations (UN) agency, fund or commission",201601137,0.0,2412355.0,SOM
